tentativa,activation, init, lr, lr_reg, opt, reg, units1, loss
53,linear, random_uniform, 0.0001, 0.0001, RMSprop, l2, 64, 11.0447
54,relu, random_normal, 0.0001, 0.0001, RMSprop, l2, 64, 11.26
55,linear, random_uniform, 0.0001, 0.0001, RMSprop, l1, 64, 10.9829
56,linear, random_uniform, 0.0001, 0.0001, RMSprop, l1, 64, 11.0993
57,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 11.0106
58,relu, random_uniform, 0.0001, 0.0001, RMSprop, l1, 64, 11.6736
59,linear, random_uniform, 0.0001, 0.0001, RMSprop, l1, 64, 11.0418
60,linear, random_uniform, 0.0001, 0.0001, Adam, l1, 64, 98.3824
61,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 11.1971
62,relu, random_uniform, 0.001, 0.01, RMSprop, l1, 64, 99.503
63,linear, random_uniform, 0.0001, 0.001, Adam, l1, 64, 98.7436
64,linear, random_uniform, 0.0001, 0.0001, RMSprop, l1l2, 64, 12.1152
65,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 11.3064
66,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 10.787
67,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 10.9077
68,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 10.8378
69,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 10.8275
70,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 10.9073
71,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 10.9613
72,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 11.0241
73,linear, random_normal, 0.001, 0.001, RMSprop, l1, 64, 13.2694
74,linear, random_normal, 0.0001, 0.01, Adam, l1, 64, 99.2723
75,linear, random_normal, 0.0001, 0.0001, RMSprop, l1l2, 64, 11.9017
76,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 11.0043
77,linear, random_normal, 0.001, 1e-05, SGD, l1, 32, 13.0027
78,linear, random_normal, 0.0001, 0.001, Adam, l1, 64, 99.0376
79,relu, random_normal, 0.01, 0.01, SGD, l1l2, 128, 99.4914
