activation,dropout,init,lr,lr_reg,n_layers,opt,reg,units1,loss
linear, 0, random_normal, 0.0001, 0.0001, 4, RMSprop, l2, 128, 14.3382
relu, 0.7, random_normal, 0.001, 1e-05, 1, Adam, l1, 64, 98.0257
linear, 0.1, random_normal, 0.001, 0.001, 2, SGD, l1l2, 128, 99.4975
linear, 0.5, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 32, 74.0341
linear, 0.1, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 128, 13.4552
linear, 0.1, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 128, 13.2369
linear, 0.1, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 128, 13.0204
linear, 0.1, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 128, 12.242
linear, 0.1, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 128, 13.0917
linear, 0.1, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 128, 13.1314
linear, 0.3, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 128, 13.3058
linear, 0.1, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 128, 13.3627
linear, 0.1, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 128, 13.3083
linear, 0.1, random_normal, 0.001, 0.01, 4, RMSprop, l2, 128, 99.4975
linear, 0.3, random_normal, 0.001, 1e-05, 4, Adamgrad, l2, 128, 99.3221
linear, 0.1, random_normal, 0.0001, 0.0001, 4, Adam, l2, 128, 98.9259
linear, 0.7, random_normal, 0.01, 1e-05, 4, RMSprop, l2, 128, 93.7778
linear, 0, random_uniform, 0.001, 0.0001, 1, SGD, l1l2, 64, 98.937
relu, 0.1, random_normal, 0.001, 0.001, 2, RMSprop, l1, 128, 99.4993
